Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade,Exam_Performance,Sleep_Category,Cluster,Exam_Performance_Category
S01571,22,Male,31,Kinesthetic,8,No,67,92,58,Yes,Medium,4,10,A,Sangat Baik,Lebih,2,Sangat Baik
S01572,19,Male,42,Reading/Writing,7,Yes,76,61,98,Yes,High,16,7,C,Sedang,Ideal,2,Sedang
S01573,22,Male,20,Visual,9,Yes,92,48,60,No,High,1,10,D,Rendah,Lebih,1,Rendah
S01574,25,Female,48,Reading/Writing,10,Yes,69,42,72,No,Low,8,5,D,Rendah,Cukup,2,Rendah
S01575,20,Male,42,Auditory,5,Yes,73,88,88,No,Low,14,9,A,Sangat Baik,Lebih,2,Sangat Baik
S01576,23,Male,38,Auditory,18,No,60,61,81,Yes,Medium,30,4,C,Sedang,Cukup,2,Sedang
S01577,28,Female,19,Kinesthetic,10,No,74,43,61,Yes,Medium,18,5,D,Rendah,Cukup,0,Rendah
S01578,24,Male,24,Kinesthetic,6,Yes,100,76,50,Yes,High,9,6,B,Baik,Ideal,0,Baik
S01579,29,Female,27,Visual,2,No,61,68,82,No,Medium,15,5,C,Sedang,Cukup,0,Sedang
S01580,19,Female,7,Visual,0,Yes,56,72,95,Yes,Medium,8,6,B,Baik,Ideal,1,Baik
S01581,20,Male,27,Auditory,3,Yes,69,97,97,Yes,Medium,15,7,A,Sangat Baik,Ideal,1,Sangat Baik
S01582,25,Female,48,Kinesthetic,3,Yes,72,84,99,No,Low,4,4,B,Baik,Cukup,2,Baik
S01583,20,Male,42,Kinesthetic,9,Yes,96,41,99,Yes,High,30,7,D,Rendah,Ideal,2,Rendah
S01584,26,Female,37,Reading/Writing,0,Yes,65,43,65,Yes,High,11,7,D,Rendah,Ideal,0,Rendah
S01585,21,Male,37,Kinesthetic,19,Yes,62,50,83,No,High,10,6,D,Rendah,Ideal,2,Sedang
S01586,26,Male,45,Reading/Writing,6,No,95,69,63,No,Medium,25,4,C,Sedang,Cukup,0,Sedang
S01587,27,Female,44,Auditory,2,Yes,86,64,70,No,High,13,4,C,Sedang,Cukup,0,Sedang
S01588,28,Female,10,Kinesthetic,17,Yes,89,53,57,Yes,Medium,2,10,D,Sedang,Lebih,0,Sedang
S01589,18,Male,47,Auditory,8,No,90,87,53,No,Medium,21,7,A,Sangat Baik,Ideal,2,Sangat Baik
S01590,18,Female,48,Visual,19,Yes,90,71,55,No,High,0,5,B,Baik,Cukup,2,Baik
S01591,28,Male,8,Reading/Writing,15,Yes,72,92,78,No,High,13,7,A,Sangat Baik,Ideal,0,Sangat Baik
S01592,20,Female,42,Reading/Writing,6,Yes,87,76,67,Yes,High,11,8,B,Baik,Lebih,2,Baik
S01593,24,Female,23,Kinesthetic,5,Yes,96,86,73,Yes,Low,22,8,A,Sangat Baik,Lebih,0,Sangat Baik
S01594,24,Male,45,Visual,3,No,89,43,68,Yes,Medium,4,5,D,Rendah,Cukup,2,Rendah
S01595,22,Male,31,Visual,12,Yes,86,72,99,Yes,High,24,6,B,Baik,Ideal,2,Baik
S01596,27,Female,30,Auditory,5,Yes,79,47,97,Yes,High,22,9,D,Rendah,Lebih,0,Rendah
S01597,21,Female,16,Auditory,14,Yes,86,67,64,Yes,Medium,15,9,C,Sedang,Lebih,1,Sedang
S01598,21,Male,8,Kinesthetic,1,Yes,80,73,59,Yes,High,3,4,B,Baik,Cukup,1,Baik
S01599,18,Female,34,Kinesthetic,3,No,71,48,93,No,Medium,23,10,D,Rendah,Lebih,2,Rendah
S01600,27,Male,37,Reading/Writing,15,No,54,79,100,No,Low,27,5,B,Baik,Cukup,2,Baik
S01601,28,Other,28,Reading/Writing,1,No,86,51,79,No,High,9,9,D,Sedang,Lebih,0,Sedang
S01602,27,Female,20,Auditory,12,Yes,99,60,63,Yes,Medium,30,8,C,Sedang,Lebih,0,Sedang
S01603,21,Male,41,Auditory,14,Yes,60,70,100,No,High,11,6,B,Sedang,Ideal,2,Baik
S01604,24,Male,42,Kinesthetic,0,No,86,98,99,Yes,Medium,24,9,A,Sangat Baik,Lebih,2,Sangat Baik
S01605,24,Male,43,Visual,10,Yes,64,58,66,Yes,Medium,28,4,C,Sedang,Cukup,2,Sedang
S01606,22,Male,39,Reading/Writing,20,No,91,70,92,Yes,Low,14,5,B,Sedang,Cukup,2,Baik
S01607,29,Female,26,Visual,14,Yes,84,40,76,Yes,Medium,11,7,D,Rendah,Ideal,0,Rendah
S01608,23,Male,17,Visual,13,Yes,55,95,96,Yes,High,24,4,A,Sangat Baik,Cukup,1,Sangat Baik
S01609,20,Female,19,Visual,17,No,70,55,53,Yes,Medium,4,9,C,Sedang,Lebih,1,Sedang
S01610,29,Male,27,Auditory,19,Yes,88,43,78,Yes,Medium,4,9,D,Rendah,Lebih,0,Rendah
S01611,28,Female,17,Reading/Writing,12,No,88,72,65,No,High,30,6,B,Baik,Ideal,0,Baik
S01612,24,Male,34,Reading/Writing,2,No,68,63,99,Yes,High,24,9,C,Sedang,Lebih,2,Sedang
S01613,20,Female,17,Reading/Writing,17,No,63,87,54,Yes,Medium,21,7,A,Sangat Baik,Ideal,1,Sangat Baik
S01614,29,Other,30,Auditory,2,No,67,47,63,Yes,Medium,23,4,D,Rendah,Cukup,0,Rendah
S01615,25,Female,31,Kinesthetic,5,No,64,48,56,No,Medium,14,4,D,Rendah,Cukup,0,Rendah
S01616,19,Female,9,Auditory,15,Yes,75,42,93,No,Medium,28,6,D,Rendah,Ideal,1,Rendah
S01617,28,Female,26,Visual,1,Yes,84,81,94,Yes,Medium,27,8,B,Baik,Lebih,0,Baik
S01618,26,Male,47,Visual,0,No,94,70,77,Yes,Medium,18,4,B,Sedang,Cukup,2,Baik
S01619,24,Female,40,Kinesthetic,11,Yes,59,97,83,No,Low,27,4,A,Sangat Baik,Cukup,2,Sangat Baik
S01620,23,Female,48,Auditory,19,Yes,85,46,80,No,Medium,4,4,D,Rendah,Cukup,2,Rendah
S01621,23,Male,33,Kinesthetic,12,No,59,77,80,Yes,Low,21,6,B,Baik,Ideal,2,Baik
S01622,21,Female,38,Visual,10,Yes,77,82,79,No,High,7,6,B,Baik,Ideal,2,Baik
S01623,26,Female,39,Auditory,13,Yes,54,89,74,Yes,Medium,13,8,A,Sangat Baik,Lebih,2,Sangat Baik
S01624,29,Female,10,Visual,14,No,89,59,59,No,High,1,8,C,Sedang,Lebih,0,Sedang
S01625,26,Female,49,Visual,7,No,52,52,62,Yes,Medium,3,10,D,Sedang,Lebih,2,Sedang
S01626,24,Male,15,Kinesthetic,15,Yes,67,90,82,No,Medium,8,10,A,Sangat Baik,Lebih,1,Sangat Baik
S01627,24,Male,29,Kinesthetic,6,Yes,66,76,61,No,Medium,11,9,B,Baik,Lebih,0,Baik
S01628,28,Male,42,Reading/Writing,10,No,64,98,95,Yes,Medium,27,9,A,Sangat Baik,Lebih,0,Sangat Baik
S01629,21,Female,26,Visual,8,Yes,88,94,90,Yes,Medium,15,9,A,Sangat Baik,Lebih,2,Sangat Baik
S01630,23,Female,23,Visual,16,Yes,94,66,83,No,Medium,2,6,C,Sedang,Ideal,1,Sedang
S01631,27,Female,15,Auditory,0,No,76,49,70,Yes,Medium,23,9,D,Rendah,Lebih,0,Rendah
S01632,21,Female,44,Visual,7,No,99,85,68,No,Medium,22,9,A,Baik,Lebih,2,Sangat Baik
S01633,20,Female,5,Visual,19,No,67,70,67,Yes,Medium,19,5,B,Sedang,Cukup,1,Baik
S01634,24,Male,21,Kinesthetic,19,Yes,93,62,86,Yes,Low,0,4,C,Sedang,Cukup,1,Sedang
S01635,29,Female,22,Reading/Writing,2,Yes,86,47,79,Yes,Medium,21,5,D,Rendah,Cukup,0,Rendah
S01636,25,Female,44,Kinesthetic,12,Yes,62,46,74,Yes,High,8,10,D,Rendah,Lebih,2,Rendah
S01637,28,Male,30,Kinesthetic,14,Yes,61,46,56,Yes,Medium,14,5,D,Rendah,Cukup,0,Rendah
S01638,25,Female,48,Auditory,11,Yes,81,95,63,Yes,Low,6,8,A,Sangat Baik,Lebih,2,Sangat Baik
S01639,27,Female,22,Visual,4,Yes,75,54,81,Yes,Medium,8,5,D,Sedang,Cukup,0,Sedang
S01640,29,Male,11,Kinesthetic,0,Yes,74,80,71,No,Medium,30,6,B,Baik,Ideal,0,Baik
S01641,29,Female,33,Auditory,16,Yes,63,64,94,Yes,Medium,10,4,C,Sedang,Cukup,0,Sedang
S01642,27,Male,30,Reading/Writing,2,No,62,49,52,No,Medium,11,10,D,Rendah,Lebih,0,Rendah
S01643,26,Male,15,Reading/Writing,6,No,94,40,70,Yes,Medium,2,8,D,Rendah,Lebih,0,Rendah
S01644,27,Female,7,Reading/Writing,18,Yes,83,59,72,Yes,Medium,19,6,C,Sedang,Ideal,0,Sedang
S01645,21,Female,15,Visual,2,Yes,59,98,54,Yes,Low,16,4,A,Sangat Baik,Cukup,1,Sangat Baik
S01646,22,Female,19,Reading/Writing,2,No,98,86,52,Yes,High,24,5,A,Sangat Baik,Cukup,1,Sangat Baik
S01647,27,Female,24,Visual,18,Yes,76,88,62,Yes,Medium,26,6,A,Sangat Baik,Ideal,0,Sangat Baik
S01648,26,Female,37,Auditory,16,Yes,90,99,83,Yes,Low,16,6,A,Sangat Baik,Ideal,2,Sangat Baik
S01649,26,Male,39,Auditory,9,Yes,67,92,91,Yes,High,6,7,A,Sangat Baik,Ideal,2,Sangat Baik
S01650,24,Female,45,Auditory,13,No,63,41,78,Yes,Medium,11,4,D,Rendah,Cukup,2,Rendah
S01651,26,Female,44,Visual,14,No,77,80,78,Yes,High,16,7,B,Baik,Ideal,2,Baik
S01652,24,Female,36,Visual,2,Yes,72,78,94,Yes,Low,7,7,B,Baik,Ideal,2,Baik
S01653,28,Male,16,Reading/Writing,0,No,75,58,78,No,Low,4,4,C,Sedang,Cukup,0,Sedang
S01654,27,Female,31,Reading/Writing,9,Yes,98,59,64,No,Low,28,6,C,Sedang,Ideal,0,Sedang
S01655,23,Female,29,Visual,7,Yes,99,68,60,Yes,High,12,10,C,Sedang,Lebih,0,Sedang
S01656,27,Female,12,Auditory,17,Yes,50,69,92,Yes,Medium,12,9,C,Sedang,Lebih,0,Sedang
S01657,23,Male,18,Kinesthetic,3,Yes,96,40,70,Yes,High,15,9,D,Rendah,Lebih,1,Rendah
S01658,26,Male,42,Kinesthetic,19,Yes,66,92,75,No,Medium,28,10,A,Sangat Baik,Lebih,2,Sangat Baik
S01659,20,Female,48,Auditory,9,No,80,51,94,Yes,Medium,9,8,D,Sedang,Lebih,2,Sedang
S01660,26,Female,38,Visual,19,No,94,82,50,Yes,Low,29,6,B,Baik,Ideal,0,Baik
S01661,27,Male,10,Kinesthetic,13,No,97,51,62,Yes,Low,25,10,D,Sedang,Lebih,0,Sedang
S01662,19,Female,48,Kinesthetic,15,No,75,67,89,Yes,Medium,23,8,C,Sedang,Lebih,2,Sedang
S01663,29,Other,30,Auditory,15,No,60,68,78,Yes,High,9,5,C,Sedang,Cukup,0,Sedang
S01664,20,Male,38,Auditory,19,Yes,69,65,83,No,Medium,4,7,C,Sedang,Ideal,2,Sedang
S01665,27,Other,23,Kinesthetic,0,Yes,57,52,54,Yes,Low,4,9,D,Sedang,Lebih,0,Sedang
S01666,26,Female,14,Reading/Writing,17,Yes,74,65,98,Yes,Medium,8,6,C,Sedang,Ideal,0,Sedang
S01667,20,Female,6,Visual,11,Yes,57,66,98,Yes,High,3,6,C,Sedang,Ideal,1,Sedang
S01668,18,Male,29,Auditory,19,No,99,68,70,No,Medium,29,7,C,Sedang,Ideal,2,Sedang
S01669,19,Female,15,Reading/Writing,5,No,92,100,92,Yes,Medium,7,4,A,Sangat Baik,Cukup,1,Sangat Baik
S01670,26,Female,43,Kinesthetic,17,Yes,94,44,99,No,Medium,19,6,D,Rendah,Ideal,2,Rendah
S01671,24,Male,26,Reading/Writing,19,No,90,87,55,Yes,Low,14,10,A,Sangat Baik,Lebih,0,Sangat Baik
S01672,20,Male,26,Auditory,6,Yes,93,53,84,No,High,3,6,D,Sedang,Ideal,1,Sedang
S01673,27,Female,28,Auditory,1,Yes,77,79,56,No,Medium,9,5,B,Baik,Cukup,0,Baik
S01674,26,Female,31,Visual,2,Yes,90,84,68,No,Low,16,7,B,Baik,Ideal,0,Baik
S01675,26,Female,39,Visual,15,No,56,65,97,Yes,Medium,30,4,C,Sedang,Cukup,2,Sedang
S01676,24,Male,6,Auditory,15,Yes,90,71,61,Yes,Low,23,5,B,Baik,Cukup,1,Baik
S01677,22,Male,38,Kinesthetic,14,Yes,56,97,51,Yes,Medium,13,6,A,Sangat Baik,Ideal,2,Sangat Baik
S01678,19,Female,11,Visual,7,Yes,87,98,55,No,Medium,1,8,A,Sangat Baik,Lebih,1,Sangat Baik
S01679,18,Female,30,Visual,14,Yes,58,82,91,Yes,High,30,8,B,Baik,Lebih,2,Baik
S01680,29,Female,30,Visual,7,Yes,71,45,86,Yes,Medium,26,9,D,Rendah,Lebih,0,Rendah
S01681,28,Male,5,Auditory,16,No,62,100,65,Yes,High,11,6,A,Sangat Baik,Ideal,0,Sangat Baik
S01682,24,Male,31,Visual,16,Yes,91,56,91,No,Medium,1,7,C,Sedang,Ideal,2,Sedang
S01683,28,Female,9,Visual,1,Yes,50,57,92,Yes,High,24,8,C,Sedang,Lebih,0,Sedang
S01684,22,Male,13,Kinesthetic,8,No,56,96,71,Yes,Medium,6,5,A,Sangat Baik,Cukup,1,Sangat Baik
S01685,20,Female,34,Reading/Writing,9,No,64,72,77,Yes,Medium,7,7,B,Baik,Ideal,2,Baik
S01686,25,Male,44,Kinesthetic,14,Yes,80,44,57,No,High,1,9,D,Rendah,Lebih,2,Rendah
S01687,27,Female,43,Visual,2,Yes,56,58,86,No,High,3,4,C,Sedang,Cukup,0,Sedang
S01688,25,Female,9,Visual,19,Yes,99,68,76,Yes,Medium,2,9,C,Sedang,Lebih,1,Sedang
S01689,25,Male,21,Kinesthetic,14,Yes,81,90,73,Yes,High,30,4,A,Sangat Baik,Cukup,0,Sangat Baik
S01690,27,Female,46,Reading/Writing,0,Yes,96,95,63,Yes,Medium,6,5,A,Sangat Baik,Cukup,0,Sangat Baik
S01691,24,Male,35,Reading/Writing,9,Yes,93,52,86,Yes,Medium,28,10,D,Sedang,Lebih,2,Sedang
S01692,26,Female,25,Kinesthetic,6,No,84,56,66,No,Medium,11,4,C,Sedang,Cukup,0,Sedang
S01693,27,Female,13,Reading/Writing,20,No,76,41,73,Yes,High,22,5,D,Rendah,Cukup,0,Rendah
S01694,23,Male,28,Kinesthetic,2,Yes,86,65,55,No,Medium,2,9,C,Sedang,Lebih,0,Sedang
S01695,19,Female,47,Auditory,4,No,71,85,67,No,Low,15,9,A,Baik,Lebih,2,Sangat Baik
S01696,18,Male,34,Visual,5,Yes,75,98,86,No,Medium,2,9,A,Sangat Baik,Lebih,2,Sangat Baik
S01697,25,Female,46,Visual,15,Yes,74,59,73,Yes,Medium,12,7,C,Sedang,Ideal,2,Sedang
S01698,28,Male,16,Auditory,11,No,63,43,98,Yes,Medium,1,4,D,Rendah,Cukup,0,Rendah
S01699,28,Female,46,Visual,5,Yes,63,83,75,No,Low,19,9,B,Baik,Lebih,0,Baik
S01700,20,Male,5,Visual,0,Yes,51,45,97,Yes,Medium,27,4,D,Rendah,Cukup,1,Rendah
S01701,21,Male,45,Kinesthetic,20,No,69,60,59,Yes,Low,1,4,C,Sedang,Cukup,2,Sedang
S01702,25,Female,47,Reading/Writing,3,Yes,92,88,89,Yes,Medium,22,7,A,Sangat Baik,Ideal,2,Sangat Baik
S01703,20,Male,47,Reading/Writing,19,Yes,80,61,94,Yes,Medium,23,5,C,Sedang,Cukup,2,Sedang
S01704,23,Other,14,Visual,15,Yes,60,44,51,Yes,Low,10,8,D,Rendah,Lebih,1,Rendah
S01705,22,Male,21,Kinesthetic,20,Yes,90,51,99,Yes,Low,20,4,D,Sedang,Cukup,1,Sedang
S01706,26,Female,19,Reading/Writing,3,No,61,64,57,Yes,Medium,5,6,C,Sedang,Ideal,0,Sedang
S01707,22,Female,48,Visual,17,Yes,52,64,87,Yes,High,3,5,C,Sedang,Cukup,2,Sedang
S01708,19,Male,10,Kinesthetic,20,Yes,87,68,76,No,Medium,24,6,C,Sedang,Ideal,1,Sedang
S01709,21,Male,45,Kinesthetic,18,Yes,71,83,74,Yes,Low,26,5,B,Baik,Cukup,2,Baik
S01710,21,Female,40,Visual,13,No,82,80,88,Yes,High,24,7,B,Baik,Ideal,2,Baik
S01711,29,Female,20,Visual,10,Yes,87,77,93,Yes,Low,28,4,B,Baik,Cukup,0,Baik
S01712,20,Male,17,Kinesthetic,11,No,85,99,59,Yes,Low,4,5,A,Sangat Baik,Cukup,1,Sangat Baik
S01713,26,Female,26,Reading/Writing,1,Yes,80,92,54,Yes,High,12,7,A,Sangat Baik,Ideal,0,Sangat Baik
S01714,20,Female,37,Reading/Writing,8,Yes,57,74,51,Yes,Medium,16,10,B,Baik,Lebih,2,Baik
S01715,29,Female,38,Reading/Writing,8,No,65,67,71,Yes,High,22,4,C,Sedang,Cukup,0,Sedang
S01716,18,Male,37,Visual,17,Yes,82,58,78,Yes,Medium,29,5,C,Sedang,Cukup,2,Sedang
S01717,28,Male,18,Reading/Writing,11,Yes,68,88,76,Yes,Medium,13,10,A,Sangat Baik,Lebih,0,Sangat Baik
S01718,20,Male,24,Visual,14,No,80,74,61,Yes,High,4,6,B,Baik,Ideal,1,Baik
S01719,18,Male,18,Kinesthetic,8,Yes,90,68,99,Yes,High,14,10,C,Sedang,Lebih,1,Sedang
S01720,18,Female,33,Reading/Writing,17,No,51,83,60,No,Low,18,9,B,Baik,Lebih,2,Baik
S01721,29,Female,27,Visual,8,No,100,90,87,No,Medium,15,9,A,Sangat Baik,Lebih,0,Sangat Baik
S01722,24,Female,41,Kinesthetic,12,Yes,79,54,62,No,Medium,4,7,D,Sedang,Ideal,2,Sedang
S01723,25,Female,24,Auditory,20,No,64,43,81,Yes,Medium,23,10,D,Rendah,Lebih,0,Rendah
S01724,23,Male,22,Auditory,9,No,60,47,86,Yes,Medium,17,8,D,Rendah,Lebih,1,Rendah
S01725,18,Male,10,Visual,9,Yes,80,41,58,No,Medium,1,10,D,Rendah,Lebih,1,Rendah
S01726,26,Female,25,Kinesthetic,5,No,75,69,55,Yes,Medium,28,6,C,Sedang,Ideal,0,Sedang
S01727,28,Female,12,Reading/Writing,20,Yes,75,88,60,No,Medium,5,7,A,Sangat Baik,Ideal,0,Sangat Baik
S01728,21,Female,40,Visual,2,Yes,98,81,55,Yes,High,5,10,B,Baik,Lebih,2,Baik
S01729,18,Male,40,Auditory,1,No,90,84,79,Yes,Low,26,6,B,Baik,Ideal,2,Baik
S01730,21,Female,41,Kinesthetic,13,No,100,55,98,Yes,High,10,7,C,Sedang,Ideal,2,Sedang
S01731,24,Male,26,Auditory,15,Yes,53,56,82,Yes,Low,18,4,C,Sedang,Cukup,0,Sedang
S01732,18,Female,38,Auditory,7,No,98,56,72,No,High,27,9,C,Sedang,Lebih,2,Sedang
S01733,26,Female,27,Kinesthetic,12,No,90,44,82,No,Low,7,6,D,Rendah,Ideal,0,Rendah
S01734,22,Female,31,Visual,12,Yes,64,52,81,No,Medium,21,9,D,Sedang,Lebih,2,Sedang
S01735,24,Male,8,Visual,12,No,60,100,84,No,Low,3,6,A,Sangat Baik,Ideal,1,Sangat Baik
S01736,28,Other,27,Visual,16,Yes,100,47,75,No,Medium,0,8,D,Rendah,Lebih,0,Rendah
S01737,23,Female,35,Kinesthetic,16,No,69,63,60,No,High,7,4,C,Sedang,Cukup,2,Sedang
S01738,23,Female,22,Kinesthetic,1,Yes,97,63,58,Yes,Medium,22,10,C,Sedang,Lebih,0,Sedang
S01739,27,Male,20,Reading/Writing,6,Yes,96,88,74,Yes,Medium,14,6,A,Sangat Baik,Ideal,0,Sangat Baik
S01740,23,Female,43,Visual,15,Yes,91,53,90,Yes,High,2,10,D,Sedang,Lebih,2,Sedang
S01741,22,Male,14,Visual,0,No,68,92,68,No,High,11,4,A,Sangat Baik,Cukup,1,Sangat Baik
S01742,28,Male,6,Auditory,0,Yes,54,92,91,Yes,Medium,0,6,A,Sangat Baik,Ideal,0,Sangat Baik
S01743,24,Female,19,Reading/Writing,3,Yes,78,63,69,Yes,Medium,23,6,C,Sedang,Ideal,0,Sedang
S01744,24,Female,13,Reading/Writing,10,No,76,93,84,Yes,Medium,17,5,A,Sangat Baik,Cukup,1,Sangat Baik
S01745,21,Male,14,Visual,14,No,97,70,77,Yes,Medium,19,9,B,Sedang,Lebih,1,Baik
S01746,20,Male,32,Auditory,17,Yes,57,64,52,Yes,High,10,9,C,Sedang,Lebih,2,Sedang
S01747,19,Male,14,Kinesthetic,2,No,89,63,71,No,High,15,5,C,Sedang,Cukup,1,Sedang
S01748,28,Male,23,Visual,10,No,86,95,90,No,Medium,0,9,A,Sangat Baik,Lebih,0,Sangat Baik
S01749,20,Female,8,Kinesthetic,6,No,54,71,56,Yes,Medium,12,10,B,Baik,Lebih,1,Baik
S01750,24,Male,28,Visual,16,Yes,94,78,81,No,High,19,4,B,Baik,Cukup,2,Baik
S01751,27,Female,30,Visual,17,No,85,81,81,No,Medium,19,6,B,Baik,Ideal,0,Baik
S01752,18,Male,6,Auditory,11,Yes,81,67,87,Yes,High,9,9,C,Sedang,Lebih,1,Sedang
S01753,20,Female,40,Reading/Writing,8,No,56,53,65,Yes,High,12,5,D,Sedang,Cukup,2,Sedang
S01754,18,Male,12,Auditory,16,Yes,53,41,60,Yes,Medium,6,6,D,Rendah,Ideal,1,Rendah
S01755,20,Female,43,Auditory,0,Yes,71,100,82,Yes,Low,8,9,A,Sangat Baik,Lebih,2,Sangat Baik
S01756,25,Male,49,Visual,7,No,95,60,85,Yes,Medium,16,10,C,Sedang,Lebih,2,Sedang
S01757,24,Female,28,Visual,15,Yes,68,88,86,Yes,Medium,22,9,A,Sangat Baik,Lebih,2,Sangat Baik
S01758,19,Male,24,Visual,11,Yes,58,83,81,Yes,High,0,4,B,Baik,Cukup,1,Baik
S01759,19,Male,48,Visual,0,No,97,76,88,Yes,Medium,1,8,B,Baik,Lebih,2,Baik
S01760,24,Female,16,Visual,9,Yes,80,53,63,Yes,Low,12,9,D,Sedang,Lebih,1,Sedang
S01761,18,Female,5,Visual,8,Yes,75,66,88,Yes,Low,11,4,C,Sedang,Cukup,1,Sedang
S01762,21,Female,41,Visual,0,Yes,82,43,84,Yes,Medium,6,7,D,Rendah,Ideal,2,Rendah
S01763,25,Male,8,Visual,8,Yes,70,73,61,No,Medium,11,9,B,Baik,Lebih,0,Baik
S01764,20,Male,17,Auditory,7,No,95,66,88,No,Low,25,10,C,Sedang,Lebih,1,Sedang
S01765,19,Female,22,Visual,5,Yes,97,88,80,Yes,High,14,4,A,Sangat Baik,Cukup,1,Sangat Baik
S01766,24,Female,45,Reading/Writing,1,Yes,81,70,70,Yes,Medium,21,4,B,Sedang,Cukup,2,Baik
S01767,24,Female,33,Kinesthetic,4,No,55,66,91,Yes,Medium,20,8,C,Sedang,Lebih,2,Sedang
S01768,29,Female,33,Visual,1,Yes,78,49,91,No,High,5,9,D,Rendah,Lebih,0,Rendah
S01769,25,Female,35,Reading/Writing,19,No,75,82,90,No,Low,13,9,B,Baik,Lebih,2,Baik
S01770,27,Male,6,Reading/Writing,19,Yes,99,67,90,Yes,High,29,5,C,Sedang,Cukup,0,Sedang
S01771,27,Male,35,Reading/Writing,20,Yes,79,45,94,Yes,Low,30,8,D,Rendah,Lebih,0,Rendah
S01772,28,Male,12,Reading/Writing,10,Yes,81,45,58,Yes,Low,28,9,D,Rendah,Lebih,0,Rendah
S01773,21,Female,25,Auditory,0,No,59,67,91,Yes,Low,6,9,C,Sedang,Lebih,1,Sedang
S01774,25,Male,25,Reading/Writing,10,Yes,92,43,95,Yes,Low,17,6,D,Rendah,Ideal,0,Rendah
S01775,27,Male,23,Auditory,9,No,59,46,77,Yes,Medium,16,10,D,Rendah,Lebih,0,Rendah
S01776,26,Female,13,Kinesthetic,11,Yes,61,54,78,Yes,Medium,9,10,D,Sedang,Lebih,0,Sedang
S01777,29,Female,34,Auditory,14,Yes,85,46,50,No,Medium,27,5,D,Rendah,Cukup,0,Rendah
S01778,20,Female,32,Reading/Writing,2,Yes,96,66,92,No,High,17,9,C,Sedang,Lebih,2,Sedang
S01779,19,Female,27,Auditory,2,No,59,81,57,No,Medium,7,4,B,Baik,Cukup,1,Baik
S01780,20,Female,36,Visual,13,Yes,93,63,71,Yes,Low,27,9,C,Sedang,Lebih,2,Sedang
S01781,22,Female,27,Visual,6,No,53,98,81,Yes,Low,23,4,A,Sangat Baik,Cukup,1,Sangat Baik
S01782,20,Male,25,Kinesthetic,19,Yes,78,54,66,No,Medium,26,5,D,Sedang,Cukup,1,Sedang
S01783,27,Female,45,Reading/Writing,17,Yes,56,42,50,No,High,7,5,D,Rendah,Cukup,0,Rendah
S01784,24,Female,27,Visual,16,No,71,89,72,Yes,Medium,8,9,A,Sangat Baik,Lebih,2,Sangat Baik
S01785,26,Male,45,Auditory,14,Yes,50,84,83,No,Medium,20,7,B,Baik,Ideal,2,Baik
S01786,22,Female,37,Auditory,20,Yes,72,77,93,Yes,Low,25,5,B,Baik,Cukup,2,Baik
S01787,27,Male,34,Auditory,10,No,58,56,65,Yes,High,16,7,C,Sedang,Ideal,0,Sedang
S01788,19,Male,5,Reading/Writing,19,Yes,55,83,65,Yes,Low,2,4,B,Baik,Cukup,1,Baik
S01789,27,Male,11,Visual,16,Yes,74,82,88,No,Medium,18,7,B,Baik,Ideal,0,Baik
S01790,23,Female,18,Kinesthetic,12,No,63,65,79,Yes,Low,23,4,C,Sedang,Cukup,1,Sedang
S01791,24,Male,18,Visual,8,Yes,90,69,70,No,Medium,15,10,C,Sedang,Lebih,0,Sedang
S01792,22,Male,46,Reading/Writing,2,Yes,58,89,96,Yes,Medium,3,7,A,Sangat Baik,Ideal,2,Sangat Baik
S01793,22,Female,25,Reading/Writing,20,Yes,98,68,76,No,Low,28,5,C,Sedang,Cukup,2,Sedang
S01794,24,Male,46,Visual,5,No,80,76,56,Yes,Medium,23,7,B,Baik,Ideal,2,Baik
S01795,18,Female,48,Reading/Writing,15,Yes,93,45,59,No,Medium,19,8,D,Rendah,Lebih,2,Rendah
S01796,24,Female,13,Kinesthetic,3,No,65,58,65,Yes,High,20,9,C,Sedang,Lebih,1,Sedang
S01797,21,Female,17,Auditory,14,Yes,60,49,50,No,Medium,2,6,D,Rendah,Ideal,1,Rendah
S01798,19,Male,17,Auditory,12,No,92,97,86,Yes,Low,6,9,A,Sangat Baik,Lebih,1,Sangat Baik
S01799,18,Female,32,Reading/Writing,20,Yes,58,41,64,Yes,Medium,19,7,D,Rendah,Ideal,2,Rendah
S01800,24,Male,9,Reading/Writing,20,No,57,72,54,No,Low,29,10,B,Baik,Lebih,1,Baik
S01801,21,Male,8,Visual,17,No,64,77,75,Yes,Medium,15,8,B,Baik,Lebih,1,Baik
S01802,29,Female,13,Visual,2,Yes,86,47,68,Yes,Medium,3,4,D,Rendah,Cukup,0,Rendah
S01803,19,Male,11,Reading/Writing,4,No,58,92,70,Yes,Medium,7,6,A,Sangat Baik,Ideal,1,Sangat Baik
S01804,29,Male,6,Kinesthetic,10,Yes,82,47,70,No,Medium,19,8,D,Rendah,Lebih,0,Rendah
S01805,26,Female,15,Visual,19,Yes,62,82,79,Yes,High,21,9,B,Baik,Lebih,0,Baik
